session_id,client_id,visit_time,session_duration_sec,marketing_channel,referrer,device_type,os,connection_type,bandwidth_mbps,steps_completed,conversion
8619,1791,2024-11-22,156.40932793760817,ads,wallet_app,mobile,android,4G,14.36062692234443,3,True
8620,1791,2024-08-26,345.84832515433396,organic,google,mobile,ios,wifi,27.314232180932965,6,True
8621,1791,2024-10-24,135.27277281861006,organic,campaign,mobile,ios,5G,16.680595829047444,3,False
8622,1792,2024-11-19,146.09122881822321,organic,google,mobile,android,wifi,18.61464057758579,2,False
8623,1792,2024-12-14,65.85252989135729,organic,google,mobile,android,4G,16.551983602953435,3,False
8624,1792,2024-06-28,20.0,organic,google,mobile,ios,4G,39.014167618717934,3,False
8625,1792,2024-10-19,233.4255965037304,ads,wallet_app,mobile,android,4G,36.86521428623855,1,True
8626,1792,2024-10-17,193.53830184314978,organic,wallet_app,desktop,android,5G,45.23245630465239,2,True
8627,1792,2025-01-10,184.35981981349403,ads,google,mobile,android,4G,41.92634919230321,3,False
8628,1793,2024-09-25,95.37562483891044,ads,direct,mobile,android,4G,32.72426727988839,3,False
8629,1793,2024-03-27,97.7337971289455,referral,facebook,mobile,android,4G,33.46116895243376,3,True
8630,1793,2024-11-06,115.7539075549986,organic,google,mobile,ios,wifi,20.52791513277976,2,False
8631,1793,2024-06-13,180.62165199193856,ads,google,mobile,android,wifi,40.96956531815772,2,True
8632,1793,2025-01-06,243.367555011208,organic,google,mobile,windows,4G,50.02080459935125,2,False
8633,1793,2024-09-19,151.9149113395159,partner,campaign,mobile,android,5G,33.96912813261775,5,False
8634,1793,2024-08-11,118.72000459536312,ads,google,mobile,ios,4G,47.198619628953715,2,False
8635,1794,2024-05-31,54.42525390436137,organic,campaign,mobile,android,4G,62.30137834402748,4,False
8636,1794,2024-03-26,263.56952311863506,ads,facebook,mobile,android,wifi,37.22466521121808,3,True
8637,1794,2024-08-28,155.00309576676582,referral,google,mobile,windows,5G,16.825188394054397,2,True
8638,1794,2025-02-01,201.6675227189261,ads,direct,mobile,ios,4G,39.68195230617309,2,True
8639,1794,2025-02-22,146.53998897325704,ads,direct,mobile,android,4G,41.72896003804499,5,True
8640,1794,2024-04-04,119.06065462781908,organic,direct,desktop,macos,wifi,17.272636867146296,4,True
8641,1795,2025-01-06,104.95894899538837,organic,facebook,desktop,android,wifi,21.248278067926364,3,True
8642,1795,2024-06-20,84.1798219584968,referral,facebook,mobile,ios,wifi,42.26176189196306,1,False
8643,1795,2024-04-27,123.01620905045812,ads,google,desktop,android,5G,21.016030337970804,3,False
8644,1795,2024-10-29,107.80618161322053,ads,wallet_app,mobile,ios,4G,17.908039783827466,1,True
8645,1796,2024-08-29,102.89608897764248,organic,google,desktop,android,wifi,31.147258784009686,4,False
8646,1797,2024-11-12,42.671640510467924,referral,facebook,mobile,ios,wifi,30.8168765439571,2,False
8647,1797,2024-03-08,116.48436904464292,ads,direct,desktop,ios,5G,18.401201129764587,2,False
8648,1797,2025-01-03,145.9232079012322,organic,campaign,desktop,ios,5G,32.85868630975601,3,True
8649,1798,2025-01-11,220.69289975306032,organic,direct,mobile,ios,4G,37.655934244018,1,True
8650,1798,2024-09-29,89.51960432156618,organic,google,mobile,android,4G,32.16277229097096,4,False
8651,1798,2024-06-10,167.91145921297823,partner,google,mobile,android,4G,45.34306535138638,1,False
8652,1799,2024-10-02,141.9344362973941,referral,campaign,mobile,android,4G,31.495542225473073,2,True
8653,1799,2025-02-12,181.16611653959444,ads,google,desktop,ios,4G,28.013711199354752,1,True
8654,1799,2024-10-26,145.49244830100997,organic,direct,tablet,android,wifi,27.666559435429605,1,True
8655,1800,2025-02-18,155.42184886419093,partner,google,mobile,android,wifi,33.93301887221226,2,False
8656,1800,2025-01-28,177.04890521601953,organic,facebook,mobile,android,4G,21.96935273946771,1,True
8657,1800,2024-06-14,170.77457118140504,ads,direct,mobile,android,4G,45.65765026995546,1,False
8658,1800,2024-10-04,95.05227822358626,ads,google,desktop,android,4G,54.65873196989713,1,False
8659,1800,2024-09-06,183.9942413801835,referral,google,desktop,android,5G,32.06113529172818,2,False
8660,1801,2024-12-28,166.51728258417336,organic,direct,mobile,android,wifi,29.43890562252331,4,True
8661,1801,2024-12-19,137.94696516503862,partner,google,mobile,android,5G,51.10591763552447,3,True
8662,1801,2024-05-02,175.55767537643,referral,direct,mobile,android,wifi,25.193185683610057,1,False
8663,1801,2024-03-01,220.61550778304536,organic,campaign,tablet,android,wifi,26.333102895252757,1,True
8664,1801,2024-12-13,210.31641191311496,organic,campaign,mobile,android,4G,45.595890375234426,4,False
8665,1801,2024-08-13,80.28324345625859,ads,direct,mobile,android,4G,15.088960366799926,2,False
8666,1801,2024-09-27,99.84670002667363,organic,direct,mobile,android,wifi,37.61050209373923,3,True
8667,1801,2024-08-23,164.34664635081762,partner,campaign,tablet,ios,5G,9.209901897009942,2,False
8668,1802,2025-02-06,121.96402332606102,organic,campaign,mobile,android,3G,36.86851297761521,2,True
8669,1802,2024-07-22,175.6220666872229,partner,google,mobile,android,wifi,23.27441193582967,4,False
8670,1803,2024-04-10,251.2944446162623,organic,campaign,desktop,macos,wifi,29.760356282686313,1,False
8671,1803,2024-04-05,151.01589398169043,referral,facebook,mobile,android,wifi,29.781607960898285,3,True
8672,1803,2024-06-21,239.40113859122988,ads,direct,mobile,ios,4G,40.16910799934257,1,False
8673,1803,2024-10-20,24.113872437270373,organic,google,desktop,android,wifi,31.700386922833335,2,True
8674,1803,2024-03-10,52.31630459945356,referral,campaign,mobile,android,4G,27.76561524841008,2,True
8675,1804,2024-11-16,55.22363901946038,referral,facebook,mobile,android,5G,44.69150962316053,2,True
8676,1804,2024-10-07,58.309241735908,partner,google,mobile,android,4G,22.348668230911745,1,False
8677,1804,2024-08-23,51.264367438286946,ads,campaign,mobile,ios,5G,23.2140794274246,2,True
8678,1804,2024-10-01,107.65545905235817,organic,google,mobile,android,4G,28.203712282428462,2,False
8679,1805,2024-07-26,164.11212744900484,referral,facebook,desktop,android,5G,42.37026259458701,1,True
8680,1805,2024-07-09,182.8823314490205,organic,wallet_app,mobile,android,4G,2.0,1,False
8681,1806,2024-07-03,74.2382232372895,organic,google,mobile,ios,5G,38.589326150436754,1,True
8682,1806,2024-08-09,154.79717197794395,organic,google,mobile,ios,4G,26.72490363691341,3,False
8683,1806,2024-12-25,146.25681310310154,ads,direct,mobile,android,4G,46.692988344992486,3,True
8684,1806,2024-06-03,131.9995045187655,partner,facebook,mobile,ios,5G,54.09553136757112,1,True
8685,1806,2024-06-01,98.05927924107185,organic,google,mobile,android,4G,56.32308659960688,4,True
8686,1807,2024-04-12,129.18536699223222,organic,google,mobile,android,wifi,24.931634543383325,2,True
8687,1807,2024-10-28,198.30444682232655,organic,google,tablet,android,wifi,38.46452508236526,3,True
8688,1807,2025-02-15,161.05364357674097,partner,facebook,mobile,android,wifi,16.249871129112112,2,True
8689,1807,2024-12-27,76.00958316442745,ads,google,mobile,android,wifi,22.383670404397133,3,False
8690,1807,2024-10-15,177.41687226496853,organic,campaign,desktop,ios,4G,32.88470735973383,3,True
8691,1808,2024-10-06,102.48435372280895,organic,direct,mobile,android,wifi,15.310584554028694,2,False
8692,1808,2024-09-11,43.50114437198367,organic,facebook,mobile,ios,4G,31.256078866851254,4,False
8693,1808,2024-09-04,51.061675485194286,partner,wallet_app,mobile,ios,4G,18.96768624320438,5,False
8694,1809,2024-05-27,20.0,organic,direct,desktop,windows,5G,34.593174937283045,4,True
8695,1809,2024-07-17,123.39976275877237,partner,campaign,mobile,ios,4G,23.599365557502615,4,False
8696,1809,2024-04-29,91.26522227029164,organic,campaign,mobile,android,4G,51.34270779145251,3,False
8697,1809,2024-11-12,134.74891275835574,ads,campaign,mobile,windows,4G,12.841506204940252,2,False
8698,1809,2024-04-09,100.8427833864029,referral,direct,mobile,android,5G,42.7600742548027,3,True
8699,1810,2025-01-02,178.44412432954817,ads,facebook,desktop,android,wifi,23.84318221337896,4,True
8700,1810,2024-07-11,50.348701626051664,organic,direct,desktop,macos,wifi,26.553063972711016,4,True
8701,1811,2024-06-16,20.0,ads,direct,mobile,android,4G,30.151489205465307,4,True
8702,1811,2024-08-19,101.76068746049084,organic,google,mobile,android,4G,34.246582011555866,2,True
8703,1811,2024-10-10,65.94417945988535,organic,google,mobile,android,4G,13.95492833698826,1,False
8704,1811,2024-11-09,141.98281890235606,ads,wallet_app,mobile,android,4G,18.448293850017762,2,True
8705,1811,2024-05-09,41.314883760993155,referral,google,tablet,ios,4G,30.568640080249722,1,False
8706,1811,2024-07-13,140.13001597874307,ads,wallet_app,desktop,ios,4G,22.093213335439884,4,False
8707,1811,2025-02-17,193.10536988984478,organic,google,mobile,ios,4G,53.09558320358474,2,True
8708,1811,2024-10-14,95.79065828028236,referral,campaign,mobile,ios,wifi,43.59391768379094,4,True
8709,1812,2024-09-16,223.01319474486098,organic,google,mobile,android,5G,11.767508746619733,4,True
8710,1812,2024-11-07,95.41780007906756,ads,facebook,mobile,ios,wifi,24.334345876328072,5,False
8711,1812,2024-08-24,238.0992087279278,organic,direct,desktop,android,wifi,36.13328229497315,5,True
8712,1812,2024-03-29,103.77865604142957,ads,wallet_app,mobile,android,4G,33.953080399377534,3,False
8713,1812,2024-08-19,205.8706873125656,ads,google,mobile,android,4G,49.8831565913661,2,True
8714,1813,2024-04-15,245.055354246135,referral,direct,mobile,android,wifi,15.234895866413318,2,True
8715,1813,2024-07-31,20.0,ads,direct,mobile,ios,4G,22.800876198781573,2,False
8716,1813,2024-03-11,147.91243047289973,ads,google,mobile,android,4G,28.696143275900084,1,True
8717,1813,2024-05-01,104.03572153959698,ads,direct,mobile,android,4G,18.10615182675673,3,False
8718,1813,2024-06-28,132.71380774889633,organic,facebook,mobile,android,4G,27.781134891734823,2,False
8719,1814,2024-08-15,32.86301661546861,organic,direct,mobile,ios,4G,36.56227983854801,4,False
8720,1814,2024-12-25,63.6142622089602,organic,wallet_app,mobile,android,wifi,17.35774834264127,3,True
8721,1814,2024-12-16,223.90509187336102,organic,wallet_app,mobile,ios,5G,19.868198765583116,3,False
8722,1814,2024-12-23,58.30904337134159,ads,facebook,mobile,ios,4G,14.05469244858777,1,False
8723,1814,2024-11-11,169.2204649153386,organic,wallet_app,mobile,android,5G,10.296400005557238,4,False
8724,1814,2024-08-05,192.9037053349601,organic,campaign,mobile,android,5G,28.5234940765016,2,False
8725,1815,2025-02-19,85.85094109959175,organic,campaign,mobile,ios,wifi,29.518872359546737,2,True
8726,1815,2024-04-29,81.38447549173175,organic,facebook,mobile,android,4G,36.5657712710954,2,True
8727,1815,2025-02-03,101.83165658292025,organic,campaign,mobile,ios,4G,26.652477371366643,3,False
8728,1815,2024-10-06,49.70866930189213,organic,google,mobile,ios,4G,32.87005121507732,1,False
8729,1815,2024-04-25,171.28536767628756,ads,campaign,tablet,ios,4G,24.02159283711608,2,False
8730,1815,2024-09-09,181.04257621923836,ads,direct,mobile,ios,5G,33.13966049919265,2,True
8731,1816,2024-10-12,201.56439090087892,organic,facebook,mobile,ios,4G,36.16884965528841,2,True
8732,1816,2024-06-06,79.09390353447475,organic,google,desktop,android,4G,49.69078349061081,3,False
8733,1816,2025-01-04,63.97687031300257,ads,wallet_app,desktop,android,5G,29.89359761875201,3,False
8734,1816,2025-01-28,65.02789893618662,organic,google,mobile,ios,wifi,27.705269620442245,3,False
8735,1816,2025-02-02,93.34718049506901,organic,google,mobile,macos,wifi,38.26330083038991,3,False
8736,1816,2024-12-20,142.08396022806616,organic,facebook,mobile,ios,5G,19.576416077218965,4,False
8737,1817,2024-06-20,201.2542022908388,referral,direct,mobile,android,4G,29.682836561449268,3,True
8738,1817,2024-05-26,51.891430060663566,referral,direct,mobile,android,4G,28.340515580943034,2,True
8739,1817,2025-02-04,20.82658302945825,ads,google,desktop,android,wifi,27.33668777637926,2,False
8740,1817,2024-07-26,95.77807543139069,ads,campaign,mobile,ios,wifi,34.604444031192074,2,True
8741,1818,2024-11-16,59.10542963221471,referral,google,desktop,ios,4G,29.784504698545575,3,False
8742,1818,2024-04-16,115.84743880357553,referral,facebook,mobile,android,5G,19.7706118117419,1,True
8743,1818,2024-07-15,171.49588225481835,referral,google,mobile,android,4G,35.40266704352717,3,False
8744,1818,2025-02-28,108.44715096893695,partner,direct,desktop,android,4G,28.515372125121733,5,False
8745,1818,2025-01-30,83.86187938026706,organic,google,mobile,ios,4G,31.612923792296385,3,False
8746,1818,2025-02-18,107.91872986748194,organic,direct,desktop,ios,4G,30.879028023066592,4,True
8747,1818,2024-11-29,143.50698048455575,organic,wallet_app,mobile,android,3G,34.61672734148804,3,False
8748,1819,2024-04-10,87.6890832664314,organic,facebook,mobile,android,4G,48.65668366021634,4,False
8749,1819,2024-09-14,141.0544957525646,ads,google,mobile,android,wifi,26.856696869758103,2,True
8750,1819,2024-09-01,150.45682458260637,partner,facebook,tablet,android,wifi,26.750429137141715,4,True
8751,1819,2024-06-18,110.79357579100633,organic,google,mobile,android,5G,14.06026211313581,4,False
8752,1819,2025-02-24,86.79103971614762,ads,google,mobile,ios,4G,25.019736261205363,3,True
8753,1819,2024-05-25,153.42087742609584,partner,direct,tablet,ios,4G,32.32521729532958,4,True
8754,1819,2024-11-16,53.79034614096328,ads,wallet_app,desktop,android,4G,26.948508401358207,1,True
8755,1819,2024-11-25,100.98160066174091,referral,campaign,mobile,android,wifi,12.199767416185992,3,True
8756,1820,2024-12-15,202.53942135281585,referral,google,desktop,android,4G,36.983906969918735,2,True
8757,1820,2024-06-02,160.402607300899,organic,facebook,mobile,ios,4G,40.03910589504787,4,True
8758,1820,2024-04-23,20.0,partner,direct,mobile,android,4G,31.227524289869855,2,True
8759,1820,2024-03-25,195.2865360585881,organic,wallet_app,mobile,ios,5G,25.619351889027318,2,True
8760,1821,2024-07-17,73.77472619078398,ads,campaign,mobile,android,wifi,19.24553987255963,4,False
8761,1821,2024-07-26,25.217255532981824,ads,facebook,mobile,ios,4G,32.49964454782411,3,False
8762,1821,2024-07-03,117.93454487612635,organic,facebook,mobile,android,wifi,37.28781026593331,4,False
8763,1821,2024-07-13,158.7066219736785,referral,google,desktop,ios,wifi,35.77602042622199,2,False
8764,1821,2024-06-23,216.7175639247234,ads,google,mobile,ios,wifi,19.62696091757627,4,True
8765,1821,2024-11-06,184.43041309164923,ads,google,mobile,android,5G,37.04057556214505,2,False
8766,1822,2024-06-25,196.62634965940563,organic,direct,mobile,ios,5G,23.363460017885735,3,False
8767,1822,2025-02-20,176.05033336377412,referral,facebook,mobile,android,5G,13.083471674628512,3,False
8768,1822,2024-12-20,69.18131313644415,partner,campaign,mobile,ios,4G,40.61865628460339,2,True
8769,1822,2025-02-24,150.97706557351262,organic,facebook,mobile,android,4G,44.37764712900847,3,True
8770,1823,2024-12-20,138.79234300526133,ads,direct,desktop,ios,4G,14.353182551532726,3,False
8771,1823,2024-09-15,207.15846574516996,partner,direct,mobile,android,4G,40.10664787221363,1,True
8772,1823,2024-06-17,20.0,ads,facebook,desktop,android,4G,53.24056297040845,2,True
8773,1823,2024-10-16,146.524827406888,referral,campaign,mobile,android,wifi,26.90059798697637,1,False
8774,1823,2024-12-08,39.54316341744,organic,wallet_app,mobile,android,4G,41.09987875014484,4,True
8775,1823,2024-05-07,35.52659084528965,organic,campaign,mobile,android,4G,27.380521423583946,5,True
8776,1823,2025-01-08,144.6751085540488,organic,google,desktop,android,5G,16.508563100583586,1,False
8777,1823,2024-04-28,80.02815108824527,partner,facebook,mobile,ios,3G,37.28829716924899,1,False
8778,1824,2024-07-29,185.20830578160013,partner,campaign,desktop,windows,5G,31.14331951827217,2,True
8779,1824,2024-04-15,127.44419182356211,ads,direct,mobile,android,4G,44.793954305635815,2,False
8780,1824,2024-04-16,135.67305086736914,organic,facebook,mobile,ios,5G,23.23033757343594,1,True
8781,1825,2024-07-13,131.70899535783158,organic,google,mobile,ios,4G,39.744601451968265,2,True
8782,1825,2024-09-13,56.07213624237063,organic,campaign,mobile,android,4G,25.323039404101124,2,False
8783,1825,2025-02-17,183.54588587289726,ads,google,desktop,android,wifi,25.305210801910814,3,False
8784,1825,2024-07-14,114.47976505832798,organic,facebook,mobile,android,5G,40.9502566964496,2,True
8785,1825,2024-04-20,214.05183526027443,organic,google,mobile,ios,wifi,42.20577537744035,2,False
8786,1825,2025-01-23,146.49446107725402,organic,direct,desktop,windows,wifi,40.95899083438519,3,False
8787,1826,2025-02-14,184.38660729676653,organic,wallet_app,mobile,android,4G,23.077173078459964,4,False
8788,1826,2024-06-25,196.49659143930276,ads,google,mobile,ios,4G,13.214894877146232,5,True
8789,1826,2024-12-14,95.42006745146273,ads,campaign,mobile,android,4G,25.819957830684046,1,True
8790,1826,2025-01-25,262.76077699814476,ads,facebook,desktop,android,wifi,19.633762064021937,2,False
8791,1826,2024-07-17,118.00083945040824,referral,facebook,desktop,android,wifi,30.666067608750364,2,True
8792,1826,2025-02-02,285.3455263219261,organic,campaign,mobile,ios,wifi,28.570502729312945,1,True
8793,1827,2024-11-11,223.7344171129501,ads,campaign,mobile,android,5G,7.319850982146637,2,True
8794,1827,2024-06-20,171.20609321187112,ads,direct,mobile,ios,4G,24.777153381438627,2,False
8795,1828,2024-05-17,222.66874636762896,ads,direct,desktop,ios,wifi,42.865848321559284,3,False
8796,1828,2025-01-31,125.20163356956208,ads,facebook,mobile,ios,4G,33.802553587227976,3,True
8797,1828,2024-08-07,106.29451456481578,referral,facebook,mobile,ios,wifi,4.539001210122592,1,True
8798,1828,2025-01-15,220.65735291649918,organic,facebook,mobile,android,4G,29.565300870495992,2,False
8799,1828,2024-12-18,62.10631265232897,organic,google,desktop,android,5G,21.148578000959393,3,True
8800,1828,2025-02-21,150.76456864620195,partner,facebook,mobile,android,5G,53.70226187299426,2,True
8801,1828,2024-03-25,118.72837551570669,organic,google,desktop,android,5G,23.974434859588836,4,True
8802,1829,2024-07-04,20.0,partner,facebook,mobile,ios,4G,31.290486267527747,1,True
8803,1829,2024-11-01,105.74795791099206,referral,wallet_app,mobile,android,wifi,7.16070601633951,1,False
8804,1829,2025-02-10,154.77300939399942,organic,google,tablet,windows,5G,13.09463087866176,2,False
8805,1829,2024-03-26,194.3514911301209,organic,facebook,mobile,android,3G,19.603873423955267,3,False
8806,1829,2024-10-07,95.80496345973312,ads,direct,mobile,ios,wifi,37.93916816586046,5,False
8807,1829,2024-08-12,148.06001330921828,organic,direct,mobile,android,5G,22.84666482108748,2,False
8808,1830,2025-02-21,153.75215456975013,referral,facebook,mobile,android,3G,22.879858807054603,1,False
8809,1830,2024-08-13,108.76051231673966,organic,google,desktop,android,4G,48.408783350781846,5,False
8810,1830,2025-01-05,128.65409921780196,organic,direct,mobile,windows,4G,20.852732126874187,4,False
8811,1830,2025-01-01,112.62858565649195,referral,direct,mobile,ios,wifi,24.741263292340197,1,False
8812,1830,2024-07-08,108.10209497574716,referral,facebook,mobile,android,wifi,42.65384058797514,1,True
8813,1830,2024-12-31,206.93816104373798,organic,facebook,mobile,ios,5G,32.31907174261592,3,False
8814,1831,2024-04-06,275.9477496610774,referral,campaign,desktop,ios,wifi,36.136665816741825,2,True
8815,1831,2024-06-21,103.10904086855842,ads,direct,mobile,ios,wifi,8.731752837062896,3,False
8816,1831,2025-02-22,153.23215813496878,organic,facebook,mobile,android,5G,38.48593102799161,3,True
8817,1831,2025-02-21,123.40400269408792,organic,campaign,tablet,ios,wifi,47.789953055165995,1,False
8818,1831,2025-01-13,235.03031329954703,ads,facebook,mobile,ios,4G,13.16385182517799,2,False
8819,1831,2024-08-22,178.23815296722267,organic,campaign,mobile,android,4G,27.19333903889972,4,False
8820,1832,2024-04-10,195.02093273777373,organic,google,desktop,ios,4G,25.04633958372526,3,True
8821,1832,2024-05-29,135.2362482780221,referral,campaign,mobile,ios,4G,35.70004249845014,3,True
8822,1832,2024-10-17,108.62259996766463,partner,google,desktop,ios,5G,17.213235291863374,2,True
8823,1832,2024-08-09,108.6253733065646,ads,facebook,tablet,ios,wifi,37.25693492047565,3,False
8824,1832,2024-03-22,55.222582866782346,ads,campaign,desktop,ios,5G,52.427637021733766,2,False
8825,1832,2024-06-24,133.729688615011,partner,direct,desktop,android,4G,29.46984911167488,2,True
8826,1833,2024-09-25,20.0,organic,wallet_app,mobile,android,wifi,26.028584784213926,2,True
8827,1833,2024-10-22,160.84132479549737,ads,google,mobile,android,3G,23.485423720375728,4,True
8828,1833,2025-01-23,130.64086521419512,referral,wallet_app,mobile,ios,3G,41.99737161807784,2,False
8829,1833,2024-03-23,128.43057383265264,partner,campaign,mobile,ios,3G,25.070569882760896,5,False
8830,1833,2024-11-30,65.95260626421431,ads,google,mobile,android,wifi,35.293981276255735,4,False
8831,1834,2024-03-27,147.13589796005056,organic,google,mobile,ios,4G,25.20854446501393,4,False
8832,1834,2024-07-14,162.93489866627777,ads,facebook,mobile,windows,4G,47.17875296006302,2,True
8833,1834,2025-02-05,105.43137648419258,organic,campaign,mobile,android,4G,23.937318422369366,2,False
8834,1834,2024-07-24,92.58376293105944,referral,google,mobile,android,4G,25.290676760793712,5,True
8835,1834,2024-04-03,20.0,organic,facebook,mobile,android,4G,39.938124919425455,2,True
8836,1834,2024-04-26,56.927703245392834,ads,facebook,desktop,ios,wifi,30.463859414116698,2,True
8837,1834,2024-07-07,117.60325064430626,ads,wallet_app,desktop,android,wifi,32.827826400999896,3,False
8838,1834,2025-01-26,120.62804162024716,ads,facebook,mobile,android,3G,33.18980350903687,3,False
8839,1835,2024-11-23,204.12129355611802,organic,wallet_app,mobile,android,3G,43.05976825110046,2,True
8840,1835,2024-04-12,178.21990156425534,organic,facebook,mobile,ios,4G,26.671889707352097,3,True
8841,1835,2025-01-05,167.98586223119264,partner,campaign,mobile,ios,wifi,17.682797625476194,3,False
8842,1835,2024-10-17,197.65625986367826,organic,direct,mobile,android,4G,30.22667833017468,1,False
8843,1835,2024-12-25,167.8929786882057,organic,google,desktop,ios,5G,52.830553466978536,3,True
8844,1836,2024-03-18,172.46743758104137,referral,direct,desktop,ios,4G,22.44485368030223,3,False
8845,1836,2025-02-12,103.00934657815606,referral,google,mobile,windows,4G,11.957051870192828,3,True
8846,1836,2024-09-03,179.92138327495164,organic,wallet_app,desktop,android,5G,30.527209515980093,1,False
8847,1836,2024-10-05,235.64682595801514,ads,campaign,desktop,ios,4G,15.908053514292366,3,True
8848,1836,2024-06-16,86.40535349805234,organic,direct,mobile,android,4G,36.95798662787865,2,True
8849,1836,2024-08-17,261.1452759256478,organic,campaign,mobile,android,4G,33.41701497525275,3,False
8850,1836,2024-04-22,108.37242651289571,organic,wallet_app,desktop,ios,4G,50.58833417098106,3,False
8851,1836,2025-02-26,141.45710323423924,ads,direct,mobile,macos,4G,32.30447384365808,3,True
8852,1837,2024-04-25,143.66393462634625,organic,campaign,mobile,windows,3G,28.882637908352823,2,True
8853,1837,2024-05-27,161.23803676394155,organic,google,mobile,ios,4G,25.079851112188695,2,False
8854,1838,2024-10-06,295.7312986332458,ads,google,mobile,ios,4G,13.261237097066385,2,False
8855,1838,2024-03-18,198.22927571987253,partner,facebook,mobile,android,wifi,16.59157822808556,3,True
8856,1838,2024-06-13,160.7877426407397,ads,google,mobile,ios,5G,25.677801283256017,4,True
8857,1838,2024-07-20,222.51406199259122,organic,direct,mobile,android,wifi,35.500999443311066,3,True
8858,1839,2024-10-09,234.9908246848073,referral,campaign,desktop,ios,wifi,13.922797350182996,4,True
8859,1839,2024-12-30,99.81237101147912,organic,google,mobile,ios,4G,42.87133170362646,4,False
8860,1839,2024-09-23,214.18572242373668,organic,google,mobile,ios,4G,13.398649497865527,3,True
8861,1839,2024-08-13,151.56171261617675,ads,wallet_app,desktop,ios,wifi,25.15696552407453,1,True
8862,1839,2024-06-26,222.5231696019925,ads,facebook,desktop,macos,5G,51.0497730531674,2,True
8863,1839,2025-01-04,172.79615281320943,organic,google,mobile,android,5G,60.16305724653685,5,True
8864,1839,2024-11-25,171.94927387422518,referral,campaign,mobile,android,3G,37.85490108382722,5,True
8865,1839,2024-08-20,114.10419721351299,organic,direct,mobile,android,4G,7.718331077649303,2,True
8866,1840,2024-10-04,143.24904298822798,referral,google,mobile,windows,4G,15.113306162303878,2,True
8867,1840,2024-05-13,117.53000517226194,partner,google,desktop,ios,wifi,36.46431149176222,5,True
8868,1840,2025-01-12,109.15618001747362,ads,facebook,mobile,android,4G,27.786042299105095,3,True
8869,1840,2024-05-21,190.8447120414893,organic,google,mobile,android,5G,30.204109628199227,2,False
8870,1840,2024-08-05,106.3412587367797,organic,google,mobile,windows,4G,18.693769895465543,3,False
8871,1840,2024-10-20,58.339392298287365,organic,campaign,mobile,ios,4G,49.25967266695434,3,False
8872,1840,2024-05-14,24.456092326154675,organic,google,mobile,android,4G,45.858292600617574,2,False
8873,1840,2024-07-23,185.14800971563466,partner,campaign,mobile,ios,wifi,23.564931630575636,4,True
8874,1840,2024-04-02,88.73498969930492,organic,wallet_app,desktop,android,4G,37.80137198151812,2,True
8875,1840,2024-10-29,97.92831322599386,organic,direct,mobile,ios,wifi,17.001367941075838,2,False
8876,1841,2024-10-26,97.0911334128595,organic,campaign,mobile,android,wifi,32.37789956243816,2,False
8877,1841,2024-10-31,131.7985993196555,organic,google,mobile,ios,4G,26.025415607933134,4,True
8878,1841,2024-03-13,147.63342442023279,organic,facebook,mobile,ios,5G,34.39135619649272,1,False
8879,1841,2024-09-22,112.36606092772504,partner,google,mobile,ios,4G,27.478383552346095,2,True
8880,1842,2024-05-26,127.13993326212317,ads,direct,mobile,android,4G,59.94446191746208,3,True
8881,1842,2025-01-24,114.9356632807347,ads,direct,desktop,android,4G,38.351424120580354,1,True
8882,1842,2024-07-04,189.66135401520643,organic,google,mobile,android,wifi,2.0,4,False
8883,1842,2024-12-28,92.65038222825308,partner,google,desktop,android,4G,25.104735782061148,1,True
8884,1842,2025-02-21,53.36521142642988,ads,campaign,mobile,ios,4G,3.859621562259804,2,True
8885,1842,2024-10-09,214.6376813651669,organic,facebook,mobile,android,5G,4.890986453429065,3,False
8886,1843,2024-10-02,95.0880455791497,organic,wallet_app,desktop,ios,wifi,39.900398117276154,3,True
8887,1843,2024-05-05,200.67360311602778,ads,campaign,desktop,android,wifi,31.448692765487213,3,False
8888,1843,2025-02-19,108.02237430766559,partner,direct,mobile,android,wifi,2.0,3,True
8889,1843,2024-10-10,133.11021600178879,ads,campaign,mobile,windows,4G,33.570859293032115,3,False
8890,1843,2024-10-31,55.717315773744694,organic,direct,mobile,ios,wifi,38.207208588808356,2,True
8891,1843,2024-03-25,105.0067859225794,organic,google,mobile,android,5G,23.872536090748987,2,True
8892,1843,2025-01-01,44.815051059532735,ads,campaign,desktop,ios,4G,11.618383291704045,2,True
8893,1843,2025-01-03,124.91551988932285,referral,wallet_app,mobile,android,wifi,34.21129623217569,4,True
8894,1844,2024-09-28,156.52583915721095,ads,google,mobile,macos,wifi,32.769142999206544,3,True
8895,1844,2024-07-28,202.66363754822285,referral,facebook,desktop,windows,wifi,27.339570779018857,3,False
8896,1844,2024-09-28,154.24331655516684,organic,facebook,mobile,ios,5G,31.637577029015663,2,True
8897,1844,2024-03-21,31.608853182330108,ads,wallet_app,mobile,android,5G,19.13102572768406,3,True
8898,1845,2024-04-14,118.40009571141825,organic,google,mobile,android,4G,29.37195610410447,4,False
8899,1845,2024-05-19,279.0429197990794,organic,wallet_app,mobile,android,4G,37.6034758212331,3,False
8900,1845,2024-09-14,234.10602184814837,organic,campaign,mobile,ios,5G,21.605963728910645,2,False
8901,1846,2025-01-18,127.2186497782922,organic,wallet_app,mobile,android,wifi,36.21165835271975,3,False
8902,1846,2024-09-23,64.74509218399751,organic,google,desktop,ios,wifi,29.684049474219,1,True
